Var1,source_id,ra,dec,phot_g_mean_flux,phot_g_mean_mag
8603,458844241844352,45.2689376472492,1.56324814283092,2191201.56660136,9.835661
8839,470801430790272,45.4561491001649,1.75185790949174,879385.299474552,10.826919
8860,471763503464960,45.3892340998814,1.76862623399694,6805343.33883978,8.605242
9512,503065225060864,44.8391495493053,1.74058210726028,2098976.1599706,9.882348
9568,506222025490304,44.7384018479511,1.77153749276783,1280796.75955738,10.418666
9623,508975100054016,44.8799118849048,1.88703187894246,886642.290134376,10.817996
10322,544743587681792,45.1126896987366,2.18319587612454,1636373.88729324,10.15266
10590,559002879106432,44.9226588075727,2.22592514787994,2080868.29469089,9.891755
10620,560647851057152,44.9189149585271,2.28979084904194,1521348.45225393,10.231795
10678,564397358129664,46.3291071291336,1.27098996702338,5260989.43462008,8.884698
11678,613978460597248,46.9359370550195,1.84750971932332,5893779.18293001,8.761382
11750,617448794148608,46.5739686901198,1.72862197159751,1866676.19076773,10.009694
12023,630505494719360,46.6131354241052,1.96106392057669,7796657.05071398,8.457596
12094,634143331784576,46.0718558744078,1.55753870055007,1249079.66190469,10.445891
12186,638992350084352,45.9505698549195,1.64188593721309,1331605.16869821,10.376429
12403,650159265042048,46.1587257270769,1.8636040728799,93665264.8463054,5.7584205
12498,655107067371520,45.9269805056613,1.83033896873295,786271.834174023,10.948435
12746,668576084841088,46.3953149194139,1.80730300922619,2625662.85855624,9.63927
12834,673008491088640,46.3237559397876,1.8953401770057,11292750.1245577,8.055367
12847,674004923466624,46.2684943006569,1.90924881289192,2014034.0796802,9.927199
12908,676410105149184,46.3694744214236,2.0167364438064,1614299.04882453,10.167407
12988,680017877700736,46.6629752950931,2.080476724144,12071472.524436,7.9829664
13053,683625650233344,46.4683495233421,2.11970986013092,1631911.28757463,10.155625
13294,695170522295168,46.3803066610443,2.11445343585167,2640750.50184525,9.633048
13423,699980885693312,46.3850568792358,2.22215792517933,4312037.04225017,9.10066
13535,706715394652800,47.2220837415725,1.92820275973878,1914762.6258489,9.9820795
13712,714957435975040,47.35250038183,2.04523194633082,1474625.50376443,10.265662
14250,739975621227136,47.4169886237958,2.13959817946633,1420025.42158889,10.306626
14251,740078700441984,47.4217187792857,2.15381315242322,1018363.36863237,10.66761
14261,740830319452928,47.451109899546,2.20545667373489,773224.119060095,10.966603
14522,755540582699392,47.6270481730915,2.46364096016035,1958897.84437559,9.957337
14924,774472798501120,46.7556109002373,2.13449183581232,2386706.0639198,9.742869
14928,774713316667136,46.8018087190412,2.15994275748023,1292963.09852424,10.4084015
14973,776873684508800,46.8768404870181,2.21757503438907,1042945.01063066,10.641713
15135,784780719997184,46.9133103842687,2.34626898895949,758557.964596418,10.987395
15138,784986878425984,46.9167127439704,2.36570951642121,1979917.48158685,9.945749
15359,796222512845056,46.5315776153135,2.35574610487206,12798829.4305177,7.919441
15540,804846807203968,46.6769312784101,2.4753843254526,4319483.50767944,9.098787
15937,825290851548928,47.3292950306685,2.74590672962376,1277513.74453917,10.4214525
15946,825806247584896,47.2308431887419,2.73956422662975,2587401.7808693,9.655208
16906,875524788951424,45.5984550947919,2.20418656997414,3205823.24532751,9.422518
17005,879991554932352,46.028328616843,2.13261731641111,2535191.38830844,9.67734
17268,894113407389312,46.1137781613163,2.38613326392236,752363.01273773,10.996298
17654,915004128306560,45.3630680395978,2.13335694489344,2557219.05809628,9.667947
17662,915553884118144,45.4081710089591,2.1682713702475,4357813.15085913,9.089195
18237,945034539820032,45.4375416014272,2.55260188221909,1169431.14711572,10.51743
18256,945859173324800,45.23856070751,2.49416250883543,2532543.47684256,9.678474
18364,951872127556480,45.7235633789205,2.5096538688766,840739.609171903,10.875713
18489,958671060221568,45.7134901611981,2.66926590624891,1133151.79405827,10.551646
18702,969837975192832,45.6083945488838,2.62810528049505,1329737.34523901,10.377953
18703,969842270721536,45.6077174635343,2.62781302816326,916780.028070486,10.781704
19058,989289882763648,46.4752448952422,2.57149287746535,776268.593273117,10.962337
19223,997948536825216,46.6960039477551,2.71440752833359,11983778.4865437,7.9908824
20052,1.03942074103245e+15,46.509429962593,2.91777677181971,988994.833551214,10.699382
20229,1.04873223012083e+15,46.7265888819976,3.1030952482904,1571419.34543772,10.196636
20590,1.0661526174496e+15,46.2616984992598,2.94115999436431,9424247.43695471,8.25175
20762,1.07450203384717e+15,45.8145056404089,2.90221420976515,1375632.93886654,10.34111
21353,1.10288317774618e+15,46.6065222679425,3.264337911081,11136685.871807,8.070477
21376,1.10439500623578e+15,46.4864604825041,3.26058257356874,1962052.5583783,9.95559
21814,1.12745039082931e+15,43.5527798426349,1.28725094047752,2949687.87946532,9.512927
21845,1.12851554271706e+15,43.6819143990167,1.31114548088694,1049358.22852381,10.635057
22184,1.14555367761754e+15,43.4164582643964,1.45880949209146,755462.217201077,10.991835
22257,1.14971550125875e+15,43.3609128903174,1.52954043990756,1086422.75552709,10.59737
22366,1.15524741915661e+15,43.7369896434798,1.64955425623606,996727.730749229,10.690926
22397,1.15689668657216e+15,43.5142351220899,1.60567211291161,1360666.75641162,10.352987
22645,1.17170573385114e+15,44.1568423383934,1.75283532356408,2320439.81349003,9.773441
22797,1.17984899182733e+15,43.715159768714,1.69332189797341,6234849.65860553,8.700302
23095,1.19555139224794e+15,43.8815498711285,2.01821702383353,43583134.8705524,6.589071
23269,1.20437754928435e+15,43.1957814208839,1.73137254960051,2109141.98296176,9.877102
23446,1.21338409644211e+15,43.404106108426,1.87790028423062,3703033.17554113,9.265973
23540,1.21894607835059e+15,43.0472189822216,1.78367727393817,2553100.39267059,9.669697
23613,1.22262686603712e+15,43.063217805161,1.92894847493797,4444486.93483638,9.067813
23991,1.2427616727648e+15,43.8430777228144,2.04610303038752,1168243.33504605,10.518534
24115,1.24915258429978e+15,43.4090887894296,1.96864733256014,48955630.1080434,6.46286
24480,1.26832531755725e+15,44.3128669351437,1.8867734180439,8914791.60649229,8.312089
24481,1.26832531800013e+15,44.3128219244754,1.88693456360692,11762337.2163459,8.011133
24913,1.29248021403776e+15,44.1184369427148,2.16688699965512,894280.962098845,10.8086815
24994,1.2969426844471e+15,44.3691913371047,2.2552032837787,1702176.4498309,10.109856
25098,1.30192914213261e+15,44.6557487932186,2.12044916437249,28025262.3099046,7.068493
25179,1.30608667047347e+15,44.7384493731739,2.28522337055025,1421500.23887672,10.305499
25219,1.30759849894234e+15,44.5007254121941,2.23056548972888,3828145.8805983,9.229896
25824,1.33927817769587e+15,44.0260790726741,2.18496793896438,796032.061793507,10.93504
25915,1.34401982176819e+15,43.9437082537331,2.27928870425456,860707.715483843,10.850227
25944,1.34559607397338e+15,43.9207282259617,2.35364303725976,1059167.80625883,10.624955
26030,1.35071997056422e+15,44.0327322907607,2.38741166823728,822914.832302247,10.898979
26411,1.37102657590746e+15,43.9808765647144,2.63181170788403,2869154.82743255,9.542982
26678,1.38445693808013e+15,44.5502985984938,2.69360800264052,1081176.20708668,10.602626
26704,1.38562946473088e+15,44.4072036858407,2.65257103597829,912263.785095289,10.7870655
27032,1.40291241312179e+15,44.3751865153061,2.89590143904601,1340554.80296158,10.369156
27195,1.412189542576e+15,42.8035003813391,1.90811851286122,1724822.76990488,10.095506
27481,1.42583035870502e+15,42.7556638151891,2.01345418329068,776911.273937182,10.961438
27549,1.42878529619827e+15,42.7601459590516,2.12240859747641,8682123.90407533,8.340802
27680,1.43524492700787e+15,42.8348369731173,2.17270025631461,66391540.781822,6.132085
28387,1.46878003186112e+15,43.0405755699325,2.50425630951838,799344.390258659,10.930532
28525,1.47589249751514e+15,43.2143342904409,2.57684310060321,911392.486818306,10.788103
28710,1.48705941267571e+15,42.7187807254869,2.30342449228223,1209463.10548808,10.4808855
28802,1.49269440951104e+15,42.61892779123,2.41710868416364,795036.503656885,10.936399
29031,1.50471602292454e+15,42.5946120284037,2.44347356175117,7465921.02800186,8.504659
29175,1.51148918639104e+15,42.5939471776766,2.61339761419814,4660975.67065118,9.016174
29212,1.51296665518259e+15,42.9024155481859,2.40380520355355,4519559.07988017,9.049626
29848,1.54663919875776e+15,42.9699109265017,2.91367584784096,5194284.94651625,8.898553
29849,1.54670362346688e+15,42.9593044077583,2.9204591598219,1817002.97363991,10.038978
30017,1.55567580999194e+15,43.6392918427586,2.61420887793807,2125558.06931547,9.868685
30019,1.55574452961997e+15,43.6273847991611,2.63413579871615,806863.026828528,10.920367
30219,1.56471242117824e+15,43.7230143607941,2.75103526328568,1131951.94173579,10.552797
30230,1.56525788136512e+15,43.7773315716873,2.78940144455794,1106227.65874559,10.577756
30689,1.5891722592681e+15,43.783216620336,2.84453884179139,1086909.77650458,10.596883
30701,1.5895201522743e+15,43.8901415483791,2.87843642399216,836974.083749295,10.880587
30899,1.59975935429952e+15,44.1627215272298,3.08712481428461,810480.158535707,10.915511
30989,1.60456971763853e+15,43.790130857727,2.99351547731728,12099990.2389357,7.9804044
31183,1.61405300563302e+15,44.0310794970302,3.20368313307371,2243233.75545548,9.810181
31319,1.62278037898778e+15,43.3340351354526,2.89494774222178,2704095.25993395,9.607312
32378,1.6803673004695e+15,43.5881074395593,3.31817241508303,8557306.37561644,8.356524
32681,1.69795948653632e+15,45.1623815528224,2.57777235535017,2191013.69623964,9.835754
32771,1.70283856938061e+15,45.1503841758133,2.70226176674879,1125438.0549518,10.559063
33431,1.73592270182912e+15,45.6285867986902,2.98807885047844,1046941.39049169,10.637561
33602,1.74300080821632e+15,45.1045669465388,2.90427856094863,2505692.32252102,9.690047
33815,1.75355354318899e+15,45.4635991745823,3.13809546138689,10226573.5458273,8.163041
34370,1.78275932076314e+15,44.3509969385585,3.00663770263538,1512723.09215745,10.237968
34562,1.79176157220979e+15,44.5573802231438,3.16896259509414,2333867.11729384,9.767177
35041,1.81556857581146e+15,44.840372547599,3.27576938091182,1354297.34321541,10.358082
35851,1.85298633047629e+15,45.384856714506,3.27573478663578,963982.94232065,10.727194
36209,1.87202592117862e+15,46.0971676218576,3.49687559457596,3578708.99625801,9.303051
36505,1.88672759354061e+15,45.963090383825,3.64883467467835,1208306.84456575,10.481924
37036,1.91102422419533e+15,45.5934689521728,3.52710898418361,1046313.64477136,10.638212
37084,1.9134594699945e+15,45.4294492946315,3.54718046676694,6597996.40578498,8.638837
37158,1.91782745236083e+15,45.1575815437445,3.45796927250417,3935735.60614578,9.199802
37201,1.92016391456358e+15,45.2611813545073,3.55953971699233,2977574.52745544,9.50271
37510,1.93562579685786e+15,45.6924344333449,3.63073673219763,4264653.13475117,9.112658
37830,1.9503317648663e+15,45.7578908805101,3.92809999778841,4768056.74444343,8.991513
37920,1.9539696020928e+15,45.5039301431384,3.79436914573173,1121583.88927779,10.562787
37924,1.9540426166199e+15,45.4949012321961,3.80039438459302,1312150.18701069,10.392408
37961,1.95575630791731e+15,45.6323247447334,3.87135375539179,1562431.83588273,10.202864
38032,1.96002121108851e+15,45.5960892427273,3.95105003313586,3815194.3957885,9.233575
39105,2.01509987174976e+15,44.8897265352474,3.51754562722444,6246288.70416023,8.698312
39784,2.05018116460109e+15,44.1945802535218,3.50088000442628,8481551.99929533,8.3661785
39794,2.05066220094054e+15,44.0633078687707,3.48586273192887,2214384.30208918,9.824234
39811,2.05151689875725e+15,44.0966306931098,3.54844679329755,1722288.27235546,10.097102
39868,2.0547510099913e+15,44.0623142359335,3.57975084908311,891299.006009464,10.812308
39961,2.05873673943027e+15,43.7841642450151,3.4868137042116,34097948.4573993,6.8555465
40052,2.06313478593984e+15,43.6955103614328,3.56932837791714,6331224.34104898,8.683647
40325,2.07760023581005e+15,44.2900541449304,3.67862497164738,18673154.6453281,7.5093226
40411,2.08223880048845e+15,44.1966943915516,3.76443134187656,1143346.22560936,10.541923
40504,2.0869460846368e+15,44.5531083395778,3.82778700370214,4066503.16679646,9.164314
40627,2.09429906862592e+15,44.1413648078675,3.79915774332779,1591286.08925718,10.182996
41614,2.1454950791209e+15,44.9229181547199,4.10046828735268,1181786.40807657,10.50602
41724,2.15040852172979e+15,45.4342254534314,4.0670719254861,1769160.98559635,10.067948
41735,2.15081654267226e+15,45.3036204693462,3.99786299890919,991565.364660992,10.696564
42373,2.18417984861542e+15,44.7852256637978,4.00343415516282,1997092.34695308,9.936372
42493,2.19067813507648e+15,44.8277483373134,4.08980460589042,1556279.13027271,10.207149
42659,2.19902755146138e+15,44.4637377413962,4.03982489136777,4395521.06777541,9.079841
42820,2.20744139148237e+15,44.513240459816,4.29188504776454,1027929.5189878,10.657458
42929,2.21396974177101e+15,44.5527737754164,4.35872930426695,1075253.34048312,10.60859
43054,2.22143010090778e+15,44.9109021952114,4.31069666885967,858822.865818535,10.852608
43776,2.2611499582071e+15,48.0295925487452,2.5840749679961,2804754.66760589,9.56763
43976,2.26946501509683e+15,47.6340122399527,2.55692996837893,1483518.1704867,10.259134
44002,2.2709424838391e+15,47.5996729137257,2.63016770031831,952645.320123248,10.740039
44713,2.30585197783936e+15,47.9674921511814,2.91137706950076,885954.926391963,10.818838
44854,2.31399094050586e+15,48.1880220838384,3.04006219174682,883428.866442,10.821938
45350,2.33694754098701e+15,47.4957555133817,3.00680370377235,806683.417405428,10.920609
45416,2.33976503950579e+15,47.2850308238392,2.8456454772985,15841240.3093652,7.687894
45496,2.34392256784474e+15,47.3700958121857,3.02119542237164,1047920.37337273,10.636546
45584,2.34876729098509e+15,47.4729981881028,3.02704602396769,1159730.99866631,10.526474
45601,2.34942012601203e+15,47.4872217573016,3.06069347738931,21515920.6936473,7.355467
45738,2.35766216797184e+15,47.8072076655995,3.02431028031315,892038.322558947,10.811408
46120,2.37732023355328e+15,47.7619846922711,3.24193382184235,1320490.86993174,10.385529
46531,2.39879507009613e+15,48.4390171152806,3.17092356430806,949173.116821286,10.744003
46623,2.40432698817024e+15,48.8389406435855,3.2909895895589,836993.071555029,10.880562
47614,2.45201400958464e+15,48.691935095687,3.60651758187894,1702378.35538444,10.109727
47968,2.46964485060262e+15,48.1791398647359,3.46461662362096,2667547.53709817,9.622087
48039,2.47235926992038e+15,48.3781606399047,3.50123316528136,1103785.26024869,10.580155
48133,2.47741015146099e+15,48.219993344013,3.58506797653777,2217357.52935979,9.822778
48163,2.47892198015526e+15,48.3765080145673,3.63848206288327,4832857.50074366,8.976857
48488,2.49524285562304e+15,48.0411699898923,3.74417035387466,3356782.00190866,9.372559
48921,2.51723308821171e+15,48.3079345199087,3.82011414311565,2748761.71012804,9.589524
49438,2.54386188498163e+15,47.3106489505675,3.2427679425558,10601812.8562188,8.123917
49554,2.54901584621542e+15,47.244542980891,3.32213102556026,963544.01648002,10.727688
49586,2.55052337916211e+15,47.2912830489425,3.39571468310272,1270702.86894697,10.427257
49653,2.55430724589402e+15,47.000939430713,3.26866853223404,4171231.96655878,9.136706
49751,2.55956428586086e+15,46.9511640453899,3.412006925851,11737525.8452782,8.013426
49881,2.56609263614669e+15,46.9917865576665,3.48236408494562,830017.074750469,10.889649
49895,2.56647059326605e+15,47.1201915075068,3.46478990289693,907455.730327863,10.792803
50575,2.60443810417267e+15,46.8149523408517,3.36915764958972,795747.527883226,10.935429
50624,2.60643096899597e+15,46.8929530824607,3.41465697644844,2771217.01397591,9.58069
51215,2.63594598421504e+15,46.6263819925867,3.73526499135331,803560.064920076,10.924821
52242,2.69109336390106e+15,47.9924916161765,3.97634933511883,1449006.59453579,10.284691
52254,2.69143696176614e+15,47.968805011196,3.99881699990001,755212.989946472,10.992193
52622,2.71047225681971e+15,48.1516217723026,3.96106262457974,3684185.30918483,9.271513
52634,2.71071277498944e+15,48.1134802323883,3.96447608989725,2167548.18038494,9.847445
52682,2.71311795666803e+15,48.2373576398487,4.05550606622974,957042.41744305,10.735039
52823,2.72129557439168e+15,48.3821245541403,4.16019643086409,1355090.21114947,10.357447
53111,2.73617334110592e+15,48.2125631640013,4.23483322862163,3191894.13118443,9.427246
53587,2.76108415139494e+15,47.6065614511209,4.25816028404123,4385258.97491479,9.082378
53847,2.77372423977395e+15,47.6060935487416,4.33264461120047,925105.867494906,10.771889
53935,2.77853889844326e+15,47.4122222009426,4.38427379959238,19566482.8371578,7.458585
54182,2.79211099511514e+15,48.0514105106534,4.49973560768754,1055401.13138615,10.628823
54210,2.79310742753856e+15,47.8657249672087,4.43665572439579,901750.331797532,10.799651
54799,2.82375201860224e+15,49.4127385045473,3.7684844565359,845261.359537478,10.869889
55412,2.85392416443366e+15,49.6866562507499,4.05960235432603,954945.617771965,10.73742
55621,2.8641977261993e+15,49.709496658582,4.20968192317803,5590079.51590407,8.818822
55876,2.87560515931213e+15,49.3279557118789,4.26459575698899,831196.698520515,10.888107
55936,2.87831957866995e+15,49.536283631079,4.28776043958679,1268745.69350377,10.42893
56217,2.89174994105856e+15,48.8812200030961,4.04406299259428,2470029.12396055,9.705611
56235,2.89281938821722e+15,48.8183246590022,4.08140163507039,1328327.59331646,10.379104
56696,2.91700434875238e+15,48.732072843248,4.30016098839762,5614337.76883602,8.81412
56805,2.92250190689242e+15,49.305741695268,4.26329346969975,1140955.14614758,10.544195
56833,2.9237044977335e+15,49.2567441992445,4.32016636105115,3082798.86180586,9.465004
56979,2.93113049650573e+15,49.3696402481933,4.4592590558873,756303.660150161,10.990626
57123,2.93968177607155e+15,49.0575848260495,4.43165341650241,1226147.39433657,10.46601
57993,2.98174239115558e+15,49.7461890741739,4.60483746267844,1648026.50342586,10.144957
58063,2.98579684027622e+15,49.9991828640556,4.64764134564669,872054.899472457,10.836007
58337,2.99974689407949e+15,50.4269448546714,4.66352843538046,927059.976623914,10.769597
58637,3.01431542311629e+15,50.0110161660867,4.78272654341183,787091.48444983,10.947304
58803,3.02259612005453e+15,50.1552232918798,4.91064943542759,1582541.96567969,10.188979
58842,3.02445154591808e+15,50.3424765614007,5.01107418694201,971506.69350793,10.718752
59172,3.04077242163162e+15,49.6487982807085,4.80310015285268,1726279.9069725,10.094589
59253,3.04506309338995e+15,49.3484354312075,4.73455979243135,2533996.11319295,9.677852
59412,3.05266089130611e+15,49.5796744499636,4.82818098068835,1194978.69274964,10.493966
59548,3.05994515563699e+15,49.5268204690149,4.96934662685057,12490544.3807951,7.9459133
59573,3.06166314258598e+15,49.9551900157511,4.839196331939,1014971.72504067,10.671232
59837,3.07458240420378e+15,49.9763194046507,5.04165437732158,1906412.1341431,9.986825
60089,3.08932273193126e+15,49.9427193201831,5.20264044055556,2008546.00529498,9.930162
60412,3.10725851545638e+15,48.7931734502821,4.41952486023524,882834.035583991,10.822669
61122,3.14275212536358e+15,49.097877967303,4.74416916508065,1316129.37061383,10.38912
61328,3.15247593110579e+15,48.7687357255129,4.77674726836444,880772.67814159,10.825208
61445,3.15848888537971e+15,48.9349109543793,4.85250521481352,1008613.00807826,10.678056
61635,3.16831147554611e+15,48.1552108475996,4.57135970171219,1926913.21185196,9.975211
61809,3.17751988522086e+15,48.3242821602457,4.76264699901901,2864331.95955198,9.544808
61887,3.18178478790157e+15,48.2132024508039,4.81938250388364,901620.027433816,10.799808
61894,3.18223146449677e+15,48.3615355969041,4.82121758540984,4397285.94841509,9.079405
62009,3.18865673558989e+15,47.8932457809605,4.72323942790391,15863086.965511,7.6863976
62292,3.20308353014566e+15,48.48615276488,4.85427701162139,1788278.92485391,10.056279
62351,3.20563044635827e+15,48.6011153916826,4.940718851538,1246054.67763554,10.448524
62465,3.21195263821402e+15,48.6224985101719,5.00011995279065,1165207.84843292,10.5213585
62537,3.2149075759273e+15,48.7717706679149,5.13131127956692,1273270.07664841,10.425066
62644,3.21985537800371e+15,48.3273501910345,4.98835865695057,754978.318395317,10.992531
63110,3.24510549018522e+15,49.190424926203,5.01827432909266,4005353.48724125,9.180765
63291,3.25308124505626e+15,49.4711574933754,5.14904673170975,2256961.65264631,9.803556
63334,3.25486795146586e+15,49.0364321446978,4.96747683853316,900562.679779923,10.801082
63929,3.28476092384794e+15,49.7906392637587,5.41633330008623,1009570.49006165,10.677025
63950,3.28602793897574e+15,49.7183722513099,5.37014017809202,904785.637009107,10.796002
64808,3.33468562364416e+15,48.9023190978804,5.46268043291366,1393222.90102028,10.327315
65192,3.35492350955699e+15,49.430174986929,5.67820627939778,1490187.34927104,10.254265
65267,3.35932155603917e+15,49.3434176246595,5.75282620841128,1965772.51772116,9.953534
65286,3.36069165004173e+15,49.0962959030038,5.58193863581427,809905.309763473,10.916282
65289,3.36086774427251e+15,49.095077471317,5.60763903447467,1619078.39472542,10.164197
65544,3.37495094196774e+15,49.1292911319991,5.84394094422562,3748560.33827363,9.252706
65611,3.37890660700659e+15,46.3554852225095,3.64659298056316,1016429.44674887,10.669674
65701,3.38395748851674e+15,46.3268406794362,3.76672675350083,2361828.70525037,9.754246
65767,3.38739346237939e+15,46.5939904767526,3.81015705339554,15500611.424979,7.711495
66116,3.40371433807117e+15,46.2713348703803,3.99709833744724,2291774.05839421,9.786938
66208,3.4082111682112e+15,46.4743090431992,4.0578992077336,1839088.54525719,10.02586
66290,3.41171586152371e+15,46.435740675061,4.12067813974565,991359.394269253,10.696789
66408,3.41766439187558e+15,46.6475128607058,4.00599731238861,777356.981437374,10.960815
66734,3.43436322471475e+15,46.679580681755,4.19635505420552,3254016.02450338,9.406318
67245,3.46130125976512e+15,46.1528246128009,4.12640202810491,1142329.58145874,10.542889
67275,3.46257256986061e+15,46.1136104437031,4.17917945914887,1134032.96258227,10.550802
68069,3.50442273118758e+15,46.2552341222575,4.46554504583613,4652330.64231216,9.01819
68259,3.51404345792832e+15,46.3145801517405,4.56145549014358,2170424.43495142,9.846005
68697,3.53527777623501e+15,47.2050944756757,4.55076321811211,909530.095802326,10.790324
69220,3.56482715125094e+15,47.7324612730459,4.74407459206577,1243033.76642564,10.4511595
69567,3.58241504185626e+15,47.5583555961513,4.88772085018116,2838939.96921217,9.554477
69584,3.58365628784166e+15,47.4685955783512,4.92512035689209,808743.265629271,10.91784
69634,3.58685174350822e+15,47.4817612472186,4.97807043144683,2071826.6616564,9.896483
69805,3.59753762233715e+15,46.7488830240831,4.76308580966976,767949.091080353,10.974036
69931,3.6063680748841e+15,46.929373454935,4.91901209090398,768801.493946463,10.972832
70049,3.61333880638182e+15,46.5461994786677,4.82352969233294,10513295.1993023,8.133019
70220,3.62279202982323e+15,46.8114750904347,5.01987545138002,14233004.1365222,7.8041253
70432,3.63498973716301e+15,47.3700553741248,5.01841905890315,1395382.39168023,10.325634
70796,3.65731927150182e+15,47.0701300262173,5.26887971779724,1462556.88960302,10.274585
70868,3.66030857068736e+15,45.6773054351995,4.2343763958575,1128826.88293701,10.555799
70870,3.66045030313229e+15,45.6869472419538,4.25839962683713,1000902.6977085,10.686387
70980,3.6655011846711e+15,45.5938989940887,4.35291423415736,108285562.570967,5.6009407
71298,3.6820239236768e+15,45.4661696392242,4.48099777277126,1105675.88576919,10.578298
72115,3.72772667083366e+15,46.035262237997,4.9770239701476,1172912.22285389,10.514203
72744,3.76377003636186e+15,45.3284886057934,4.99618503435746,903491.264761209,10.797557
72747,3.76397619479245e+15,45.2767911349053,5.00640414687496,3658194.83407142,9.2792
72782,3.76593470012787e+15,45.6544338923371,4.84121610695513,943686.069177999,10.750298
72806,3.76730908944038e+15,45.773209939378,4.89820047310414,1250114.35794411,10.444992
73261,3.79311325292032e+15,45.666258990791,5.18814890055068,20304525.9100886,7.4183846
73335,3.79723642152371e+15,45.603700676199,5.25373819821126,1003341.86664865,10.683744
73854,3.82111214418598e+15,46.2543942158096,5.07841284749404,1012627.07209162,10.673743
73877,3.82273134756378e+15,46.1606798318493,5.0761844420972,800717.72229152,10.928668
74013,3.82942720086797e+15,46.5109507595367,5.23956229595808,882762.86097533,10.822757
74225,3.84042661280832e+15,46.6925216722381,5.23220335210679,750272.158786689,10.99932
74475,3.85313971600474e+15,46.593134267243,5.27847716551027,2843904.02585111,9.55258
74505,3.85434230684621e+15,46.5828490458329,5.31476979110497,7789935.39595741,8.458532
74860,3.87224373071846e+15,46.040871759583,5.18856724911065,1197383.95135963,10.491783
75096,3.8844757973623e+15,46.1989717556098,5.40494228847493,1606860.99038037,10.172421
75147,3.88646436655296e+15,46.2944684984987,5.47090192634332,2142297.43406964,9.8601675
75235,3.88962546248678e+15,45.8807605480285,5.33528762088516,6935902.12891023,8.584609
